paper_id,title,year,month,topic,venue,citations,num_authors,page_length,has_code,impact_score
arxiv_2022_03603,Paper_3603,2022,12,Multimodal Learning,NeurIPS,6,7,17,False,1.1089210732062913
arxiv_2020_03604,Paper_3604,2020,4,Federated Learning,ArXiv,26,6,16,False,2.28106937792584
arxiv_2023_03605,Paper_3605,2023,7,GANs,ACL,13,3,13,False,1.5835732353178653
arxiv_2023_03606,Paper_3606,2023,2,Federated Learning,AAAI,17,4,8,False,8.66471127078
arxiv_2024_03607,Paper_3607,2024,3,Diffusion Models,ArXiv,16,2,17,True,6.2230038657525375
arxiv_2023_03608,Paper_3608,2023,5,Diffusion Models,ArXiv,21,5,6,False,9.021363537779994
arxiv_2020_03609,Paper_3609,2020,7,Reinforcement Learning,ArXiv,24,1,18,False,3.312811751290937
arxiv_2024_03610,Paper_3610,2024,8,Reinforcement Learning,CVPR,17,3,19,False,1.321702609523254
arxiv_2024_03611,Paper_3611,2024,9,LLMs,CVPR,9,5,9,False,9.856520770893308
arxiv_2020_03612,Paper_3612,2020,5,Computer Vision,IJCAI,88,5,18,True,0.40449120354033263
arxiv_2024_03613,Paper_3613,2024,5,NLP,CVPR,10,3,19,True,2.11582635170855
arxiv_2024_03614,Paper_3614,2024,9,Multimodal Learning,AAAI,8,2,9,False,8.197949830048014
arxiv_2022_03615,Paper_3615,2022,8,Graph Neural Networks,ArXiv,39,2,19,False,10.99015064511759
arxiv_2021_03616,Paper_3616,2021,11,Graph Neural Networks,IJCAI,116,6,7,False,3.0130136724062835
arxiv_2020_03617,Paper_3617,2020,12,Multimodal Learning,ICCV,24,5,8,True,9.069671460080137
arxiv_2020_03618,Paper_3618,2020,4,LLMs,IJCAI,87,1,16,True,1.0504049632095214
arxiv_2022_03619,Paper_3619,2022,2,Multimodal Learning,CVPR,2,7,15,False,4.707744268905653
arxiv_2023_03620,Paper_3620,2023,10,Federated Learning,CVPR,35,2,13,False,3.733986355819567
arxiv_2020_03621,Paper_3621,2020,8,Computer Vision,ArXiv,22,4,5,True,6.543949689215044
arxiv_2021_03622,Paper_3622,2021,12,NLP,ACL,43,4,17,False,0.32267724343579973
arxiv_2021_03623,Paper_3623,2021,7,LLMs,ECCV,16,4,19,True,5.627188787774056
arxiv_2020_03624,Paper_3624,2020,4,Federated Learning,ICLR,38,2,18,True,1.1662009331884953
arxiv_2023_03625,Paper_3625,2023,4,NLP,ArXiv,23,5,4,False,11.930143900952592
arxiv_2022_03626,Paper_3626,2022,7,Federated Learning,CVPR,50,3,8,False,2.1947074778998528
arxiv_2020_03627,Paper_3627,2020,4,NLP,ArXiv,57,7,8,False,13.696362812347829
arxiv_2021_03628,Paper_3628,2021,12,Computer Vision,AAAI,26,1,12,False,2.1786467819143835
arxiv_2023_03629,Paper_3629,2023,11,Reinforcement Learning,CVPR,4,3,19,True,5.520939744888823
arxiv_2021_03630,Paper_3630,2021,9,Graph Neural Networks,AAAI,31,5,18,True,2.5935454702819944
arxiv_2021_03631,Paper_3631,2021,2,Graph Neural Networks,NeurIPS,7,7,11,False,1.7867372395813588
arxiv_2024_03632,Paper_3632,2024,7,Computer Vision,ICLR,0,1,8,True,16.898775222631013
arxiv_2020_03633,Paper_3633,2020,12,LLMs,ArXiv,117,3,11,False,0.9959298627564697
arxiv_2022_03634,Paper_3634,2022,3,NLP,ArXiv,73,4,18,False,4.850939103253966
arxiv_2020_03635,Paper_3635,2020,3,GANs,ArXiv,102,4,5,False,9.407306075433969
arxiv_2024_03636,Paper_3636,2024,3,Diffusion Models,NeurIPS,5,6,15,False,1.065503788578575
arxiv_2020_03637,Paper_3637,2020,7,Computer Vision,IJCAI,19,5,11,False,0.690815442651288
arxiv_2020_03638,Paper_3638,2020,4,Graph Neural Networks,EMNLP,8,3,9,False,1.2240657660162926
arxiv_2020_03639,Paper_3639,2020,2,Graph Neural Networks,ICCV,63,7,7,True,8.721089175109192
arxiv_2022_03640,Paper_3640,2022,7,GANs,EMNLP,11,2,16,False,12.246158391579181
arxiv_2024_03641,Paper_3641,2024,12,GANs,ArXiv,11,7,5,False,0.5357670079286293
arxiv_2024_03642,Paper_3642,2024,12,Federated Learning,IJCAI,20,3,7,False,2.775331508089115
arxiv_2021_03643,Paper_3643,2021,9,Diffusion Models,ArXiv,40,7,9,False,5.6439541790018755
arxiv_2023_03644,Paper_3644,2023,12,Transformers,ArXiv,59,3,17,False,4.772831016941693
arxiv_2024_03645,Paper_3645,2024,10,LLMs,ICCV,0,4,14,False,0.2947286369973431
arxiv_2023_03646,Paper_3646,2023,4,Multimodal Learning,NeurIPS,20,7,5,False,2.1844374568869775
arxiv_2022_03647,Paper_3647,2022,7,LLMs,IJCAI,38,7,11,False,5.909212032759648
arxiv_2023_03648,Paper_3648,2023,4,Diffusion Models,ECCV,25,2,12,False,7.709486823115005
arxiv_2023_03649,Paper_3649,2023,7,Multimodal Learning,CVPR,4,3,10,False,5.112131979369966
arxiv_2020_03650,Paper_3650,2020,11,NLP,ArXiv,46,7,15,False,7.389491032798393
arxiv_2021_03651,Paper_3651,2021,12,Federated Learning,ECCV,80,3,4,True,1.0026461326496148
arxiv_2022_03652,Paper_3652,2022,9,Federated Learning,ArXiv,13,7,16,False,9.586730109031006
arxiv_2021_03653,Paper_3653,2021,11,NLP,ICML,12,7,11,True,3.797764850074442
arxiv_2024_03654,Paper_3654,2024,1,Multimodal Learning,ArXiv,32,7,14,False,1.016989479039194
arxiv_2022_03655,Paper_3655,2022,2,Graph Neural Networks,NeurIPS,19,6,19,True,6.103076438382321
arxiv_2023_03656,Paper_3656,2023,6,Diffusion Models,AAAI,17,6,8,False,0.5126888902458132
arxiv_2022_03657,Paper_3657,2022,1,Reinforcement Learning,ICML,8,4,5,False,2.323969916345335
arxiv_2023_03658,Paper_3658,2023,7,Computer Vision,ArXiv,1,5,17,False,2.1457905839521096
arxiv_2023_03659,Paper_3659,2023,4,Graph Neural Networks,ICLR,62,3,8,False,4.385049183818779
arxiv_2020_03660,Paper_3660,2020,2,Graph Neural Networks,ICML,43,1,9,False,1.3392243036205556
arxiv_2024_03661,Paper_3661,2024,12,LLMs,ICLR,4,5,7,False,9.417435980430431
arxiv_2023_03662,Paper_3662,2023,5,Federated Learning,ACL,2,1,6,True,0.42426330378252786
arxiv_2022_03663,Paper_3663,2022,1,Reinforcement Learning,CVPR,39,1,15,True,2.103075387950454
arxiv_2020_03664,Paper_3664,2020,3,Federated Learning,IJCAI,86,1,12,True,0.38492141168493343
arxiv_2021_03665,Paper_3665,2021,1,GANs,IJCAI,194,2,15,False,1.9940775392790187
arxiv_2021_03666,Paper_3666,2021,8,Diffusion Models,ECCV,129,4,11,False,8.392025285555402
arxiv_2024_03667,Paper_3667,2024,11,Computer Vision,ArXiv,5,2,6,False,5.305198855160994
arxiv_2021_03668,Paper_3668,2021,1,NLP,ArXiv,36,3,18,False,8.22755640161637
arxiv_2021_03669,Paper_3669,2021,8,NLP,ICML,83,1,9,True,4.166712306135199
arxiv_2024_03670,Paper_3670,2024,8,LLMs,IJCAI,6,4,15,False,1.103438630753368
arxiv_2021_03671,Paper_3671,2021,12,Federated Learning,ECCV,52,7,7,False,1.182037409796
arxiv_2021_03672,Paper_3672,2021,7,Graph Neural Networks,ArXiv,38,7,9,True,2.9405699648492307
arxiv_2023_03673,Paper_3673,2023,2,Computer Vision,ICCV,15,4,8,False,0.7672552188113775
arxiv_2024_03674,Paper_3674,2024,7,Federated Learning,ECCV,16,3,7,False,1.9132761506845601
arxiv_2020_03675,Paper_3675,2020,9,Federated Learning,CVPR,10,3,11,False,8.770017383296842
arxiv_2024_03676,Paper_3676,2024,9,LLMs,CVPR,5,3,10,False,4.890088935056128
arxiv_2024_03677,Paper_3677,2024,6,Multimodal Learning,IJCAI,0,2,18,True,0.6633068368119933
arxiv_2020_03678,Paper_3678,2020,2,GANs,ArXiv,13,2,9,False,1.6024902979721616
arxiv_2024_03679,Paper_3679,2024,8,Diffusion Models,ICML,0,1,6,False,0.6373662362283273
arxiv_2022_03680,Paper_3680,2022,1,Graph Neural Networks,ArXiv,46,5,11,False,7.479427631322487
arxiv_2023_03681,Paper_3681,2023,8,Reinforcement Learning,NeurIPS,7,1,9,False,1.5629533052536932
arxiv_2021_03682,Paper_3682,2021,4,Federated Learning,CVPR,19,2,17,True,3.118414441460326
arxiv_2020_03683,Paper_3683,2020,12,GANs,ECCV,41,2,13,False,5.8086894930755975
arxiv_2022_03684,Paper_3684,2022,6,GANs,ICCV,24,5,12,True,2.543850246453201
arxiv_2024_03685,Paper_3685,2024,8,Transformers,CVPR,2,4,8,False,3.8212229657618693
arxiv_2023_03686,Paper_3686,2023,2,Multimodal Learning,EMNLP,31,7,16,False,8.82340838498801
arxiv_2024_03687,Paper_3687,2024,8,GANs,ICLR,1,5,16,False,1.05347088174531
arxiv_2023_03688,Paper_3688,2023,6,LLMs,ECCV,40,6,17,False,0.4827070161614966
arxiv_2022_03689,Paper_3689,2022,3,NLP,ArXiv,1,1,13,False,1.0969869858989678
arxiv_2020_03690,Paper_3690,2020,12,Diffusion Models,ArXiv,18,4,6,False,1.757564343287671
arxiv_2021_03691,Paper_3691,2021,2,LLMs,ICLR,17,6,12,False,0.5971210506329347
arxiv_2020_03692,Paper_3692,2020,11,GANs,ECCV,157,5,17,True,3.644305025783235
arxiv_2023_03693,Paper_3693,2023,7,NLP,ICLR,3,6,18,False,0.40891276442296426
arxiv_2024_03694,Paper_3694,2024,2,Graph Neural Networks,ECCV,1,4,7,False,13.187235646716868
arxiv_2021_03695,Paper_3695,2021,3,LLMs,ECCV,41,6,4,False,3.738562404284771
arxiv_2020_03696,Paper_3696,2020,9,LLMs,ArXiv,1,4,16,True,8.064277639834025
arxiv_2024_03697,Paper_3697,2024,1,LLMs,CVPR,6,3,7,True,4.197105679881606
arxiv_2023_03698,Paper_3698,2023,6,Transformers,EMNLP,23,1,4,False,0.33353646171177526
arxiv_2022_03699,Paper_3699,2022,7,Graph Neural Networks,ECCV,31,4,10,True,8.452920019436155
arxiv_2022_03700,Paper_3700,2022,6,Graph Neural Networks,ArXiv,9,3,5,False,0.652977382125966
arxiv_2021_03701,Paper_3701,2021,4,LLMs,ArXiv,31,3,15,False,1.1846750580134848
arxiv_2024_03702,Paper_3702,2024,1,Computer Vision,IJCAI,0,5,13,False,6.561409638923404
arxiv_2023_03703,Paper_3703,2023,10,Multimodal Learning,ACL,8,6,16,True,1.554110175517087
arxiv_2020_03704,Paper_3704,2020,11,GANs,ECCV,214,6,19,False,5.415743182164576
arxiv_2023_03705,Paper_3705,2023,11,Reinforcement Learning,ArXiv,24,4,9,True,2.305422188110217
arxiv_2024_03706,Paper_3706,2024,4,GANs,ICCV,0,4,15,True,0.4596681663629907
arxiv_2022_03707,Paper_3707,2022,10,Diffusion Models,ICCV,20,2,12,True,5.509542912595494
arxiv_2022_03708,Paper_3708,2022,6,Federated Learning,NeurIPS,17,4,19,True,0.2255630108352883
arxiv_2022_03709,Paper_3709,2022,5,Transformers,ICML,9,1,17,True,2.4434005434357577
arxiv_2023_03710,Paper_3710,2023,3,GANs,EMNLP,2,6,18,False,6.20206336865188
arxiv_2023_03711,Paper_3711,2023,9,Transformers,AAAI,17,1,5,False,43.67956011891106
arxiv_2020_03712,Paper_3712,2020,10,Federated Learning,ICLR,30,1,11,True,2.644922501431921
arxiv_2021_03713,Paper_3713,2021,3,NLP,ICLR,154,6,14,False,1.6809185561580728
arxiv_2020_03714,Paper_3714,2020,6,NLP,ArXiv,21,3,15,False,4.116443945341813
arxiv_2024_03715,Paper_3715,2024,7,Federated Learning,ArXiv,3,5,5,True,5.872889700921121
arxiv_2024_03716,Paper_3716,2024,1,Federated Learning,ICCV,2,4,4,False,1.2093929915771005
arxiv_2022_03717,Paper_3717,2022,3,Federated Learning,AAAI,29,7,19,True,3.032672813283595
arxiv_2021_03718,Paper_3718,2021,8,Transformers,IJCAI,61,7,16,True,7.3725776828324765
arxiv_2023_03719,Paper_3719,2023,12,Diffusion Models,AAAI,22,5,19,True,10.792465445065758
arxiv_2022_03720,Paper_3720,2022,2,Federated Learning,ICCV,5,2,4,False,0.8169228937363605
arxiv_2023_03721,Paper_3721,2023,4,NLP,ArXiv,14,6,7,False,5.229670426106795
arxiv_2022_03722,Paper_3722,2022,3,GANs,ACL,52,6,18,True,0.30727289297448934
arxiv_2023_03723,Paper_3723,2023,7,Federated Learning,NeurIPS,5,1,6,True,2.0230355152719497
arxiv_2024_03724,Paper_3724,2024,4,GANs,EMNLP,5,3,17,False,3.6245419012101237
arxiv_2021_03725,Paper_3725,2021,10,Transformers,ArXiv,26,3,17,False,3.220750006457621
arxiv_2023_03726,Paper_3726,2023,8,LLMs,ArXiv,8,1,12,False,9.775501165930923
arxiv_2020_03727,Paper_3727,2020,3,Transformers,ICLR,31,6,16,False,0.4079773325320676
arxiv_2020_03728,Paper_3728,2020,5,Multimodal Learning,ECCV,40,3,8,False,5.483422367623435
arxiv_2020_03729,Paper_3729,2020,1,Diffusion Models,ECCV,18,2,15,False,1.9525778135661043
arxiv_2020_03730,Paper_3730,2020,5,Diffusion Models,ArXiv,21,5,9,False,0.7975375555276982
arxiv_2021_03731,Paper_3731,2021,2,Transformers,AAAI,69,5,5,False,8.782874969188889
arxiv_2024_03732,Paper_3732,2024,12,Federated Learning,ArXiv,15,2,14,False,0.6105682476296602
arxiv_2020_03733,Paper_3733,2020,7,Reinforcement Learning,AAAI,24,2,12,False,4.861417740315144
arxiv_2024_03734,Paper_3734,2024,4,GANs,CVPR,16,6,8,False,2.270525954624377
arxiv_2023_03735,Paper_3735,2023,11,NLP,ArXiv,41,7,8,False,2.4486893417812006
arxiv_2023_03736,Paper_3736,2023,1,NLP,ECCV,3,3,15,True,4.921038823139146
arxiv_2020_03737,Paper_3737,2020,2,Diffusion Models,ArXiv,15,2,6,False,0.3863849610253678
arxiv_2022_03738,Paper_3738,2022,10,Transformers,ICCV,78,6,5,False,5.555606774010167
arxiv_2023_03739,Paper_3739,2023,12,Reinforcement Learning,CVPR,10,1,15,False,1.1155560259871347
arxiv_2024_03740,Paper_3740,2024,7,Transformers,ArXiv,8,5,19,False,2.7324444469435223
arxiv_2022_03741,Paper_3741,2022,4,Multimodal Learning,ICML,46,1,19,False,5.0937635932715875
arxiv_2024_03742,Paper_3742,2024,5,Federated Learning,ArXiv,9,2,11,False,2.646852617321964
arxiv_2022_03743,Paper_3743,2022,5,Transformers,NeurIPS,46,1,15,False,0.030897812650363867
arxiv_2023_03744,Paper_3744,2023,4,Computer Vision,EMNLP,2,4,18,False,3.252225895091187
arxiv_2022_03745,Paper_3745,2022,6,Diffusion Models,ArXiv,9,6,11,False,12.661436627948477
arxiv_2022_03746,Paper_3746,2022,12,Multimodal Learning,ICLR,9,2,8,True,2.1025038403807157
arxiv_2022_03747,Paper_3747,2022,9,Multimodal Learning,IJCAI,3,3,14,False,4.375593459981349
arxiv_2021_03748,Paper_3748,2021,6,LLMs,NeurIPS,41,6,11,False,1.508921559262082
arxiv_2022_03749,Paper_3749,2022,6,LLMs,ICML,68,6,13,False,4.879977590443135
arxiv_2020_03750,Paper_3750,2020,5,NLP,ICLR,53,7,12,True,6.672859620070957
arxiv_2023_03751,Paper_3751,2023,9,Computer Vision,ECCV,25,6,16,False,1.0706838082774452
arxiv_2020_03752,Paper_3752,2020,5,Reinforcement Learning,ICCV,2,6,4,False,7.694197658927099
arxiv_2023_03753,Paper_3753,2023,2,Federated Learning,ArXiv,18,4,14,False,2.8843143451097317
arxiv_2021_03754,Paper_3754,2021,10,Graph Neural Networks,ArXiv,25,3,11,False,5.6098690089935035
arxiv_2023_03755,Paper_3755,2023,8,Reinforcement Learning,NeurIPS,46,6,11,True,8.514909374815668
arxiv_2022_03756,Paper_3756,2022,5,Reinforcement Learning,IJCAI,26,1,12,False,23.967322868711477
arxiv_2024_03757,Paper_3757,2024,5,Transformers,ArXiv,28,6,16,False,4.275151414494022
arxiv_2022_03758,Paper_3758,2022,4,Federated Learning,ArXiv,3,2,10,False,3.445778185274773
arxiv_2023_03759,Paper_3759,2023,5,Computer Vision,IJCAI,20,1,18,True,3.436321535593536
arxiv_2021_03760,Paper_3760,2021,5,LLMs,IJCAI,52,1,12,False,1.802802880652269
arxiv_2022_03761,Paper_3761,2022,11,Reinforcement Learning,ICCV,48,3,12,False,9.284837215339914
arxiv_2020_03762,Paper_3762,2020,7,Diffusion Models,ArXiv,19,3,6,False,0.5528709945625339
arxiv_2024_03763,Paper_3763,2024,6,Reinforcement Learning,ICLR,1,6,10,True,1.3921702531704567
arxiv_2023_03764,Paper_3764,2023,1,NLP,ArXiv,25,7,10,False,1.6320958661652665
arxiv_2021_03765,Paper_3765,2021,7,Computer Vision,CVPR,13,6,16,True,2.6334723908599016
arxiv_2020_03766,Paper_3766,2020,4,GANs,CVPR,13,5,8,False,9.98419223198704
arxiv_2022_03767,Paper_3767,2022,6,Federated Learning,ArXiv,6,1,18,True,2.5447890555674837
arxiv_2020_03768,Paper_3768,2020,7,Graph Neural Networks,IJCAI,66,1,4,False,0.7514515035276983
arxiv_2022_03769,Paper_3769,2022,11,NLP,ECCV,36,5,8,False,0.6763626605203485
arxiv_2024_03770,Paper_3770,2024,6,GANs,ArXiv,9,1,18,True,6.114075437536705
arxiv_2023_03771,Paper_3771,2023,6,Federated Learning,ACL,8,7,6,False,18.749757287680136
arxiv_2023_03772,Paper_3772,2023,7,GANs,NeurIPS,23,5,18,False,0.8754426507628327
arxiv_2021_03773,Paper_3773,2021,1,LLMs,AAAI,94,6,16,False,7.733157003247491
arxiv_2021_03774,Paper_3774,2021,1,Graph Neural Networks,ArXiv,13,1,9,False,4.318573830835483
arxiv_2021_03775,Paper_3775,2021,8,Diffusion Models,AAAI,6,6,7,False,3.9758884226662894
arxiv_2023_03776,Paper_3776,2023,9,Federated Learning,ICLR,8,3,15,True,4.233085404566591
arxiv_2022_03777,Paper_3777,2022,8,Reinforcement Learning,ICCV,32,1,5,False,7.399881646342884
arxiv_2021_03778,Paper_3778,2021,5,Multimodal Learning,IJCAI,24,7,11,False,7.60549210134003
arxiv_2024_03779,Paper_3779,2024,10,Federated Learning,EMNLP,8,3,11,False,11.901760669737968
arxiv_2024_03780,Paper_3780,2024,10,Computer Vision,ArXiv,27,5,11,True,1.9395743609014673
arxiv_2022_03781,Paper_3781,2022,3,Graph Neural Networks,ICLR,0,3,11,True,4.958593706871135
arxiv_2024_03782,Paper_3782,2024,3,Multimodal Learning,NeurIPS,0,6,8,False,0.5340765713935507
arxiv_2023_03783,Paper_3783,2023,4,Graph Neural Networks,NeurIPS,117,7,17,False,0.6511482710097372
arxiv_2020_03784,Paper_3784,2020,11,LLMs,ArXiv,24,3,14,False,0.839673133527463
arxiv_2024_03785,Paper_3785,2024,8,Multimodal Learning,ArXiv,6,2,18,False,7.504509524722241
arxiv_2024_03786,Paper_3786,2024,6,Transformers,AAAI,13,7,8,False,1.4879750791606066
arxiv_2024_03787,Paper_3787,2024,11,Graph Neural Networks,CVPR,7,5,12,True,0.34067686318783036
arxiv_2023_03788,Paper_3788,2023,2,LLMs,AAAI,23,6,19,True,1.454996001591866
arxiv_2021_03789,Paper_3789,2021,6,Federated Learning,ICML,13,3,12,False,2.8050259419321004
arxiv_2022_03790,Paper_3790,2022,2,Computer Vision,ArXiv,9,6,19,True,5.58459574629132
arxiv_2024_03791,Paper_3791,2024,11,NLP,EMNLP,1,3,14,True,3.126231317450835
arxiv_2021_03792,Paper_3792,2021,9,Diffusion Models,ICLR,21,2,11,False,5.672834266778888
arxiv_2022_03793,Paper_3793,2022,8,Computer Vision,ICCV,108,3,16,False,8.48101544301555
arxiv_2021_03794,Paper_3794,2021,4,Federated Learning,EMNLP,32,7,17,False,0.3125531051789947
arxiv_2022_03795,Paper_3795,2022,12,GANs,ArXiv,9,7,19,False,0.6268119788639477
arxiv_2020_03796,Paper_3796,2020,4,NLP,ECCV,31,2,5,False,1.509061832091498
arxiv_2024_03797,Paper_3797,2024,6,LLMs,ICML,21,6,10,False,0.16146042276622696
arxiv_2020_03798,Paper_3798,2020,8,Transformers,ICML,116,6,13,False,3.9581253336918882
arxiv_2023_03799,Paper_3799,2023,9,LLMs,ACL,0,7,7,True,0.8454280571862993
arxiv_2021_03800,Paper_3800,2021,5,Reinforcement Learning,ArXiv,56,3,11,True,2.531435126035567
arxiv_2022_03801,Paper_3801,2022,3,Diffusion Models,ArXiv,34,1,14,False,0.7915331151718086
arxiv_2020_03802,Paper_3802,2020,11,Multimodal Learning,ArXiv,9,6,11,False,6.916922707286531
arxiv_2022_03803,Paper_3803,2022,8,Reinforcement Learning,NeurIPS,6,5,9,True,14.009911602300761
arxiv_2020_03804,Paper_3804,2020,10,Diffusion Models,ArXiv,94,2,19,False,0.9278157550018693
arxiv_2024_03805,Paper_3805,2024,6,LLMs,ACL,5,1,5,False,7.008244381574235
arxiv_2021_03806,Paper_3806,2021,10,LLMs,EMNLP,34,4,19,True,8.26297774970755
arxiv_2021_03807,Paper_3807,2021,6,LLMs,ArXiv,10,5,13,False,0.2829740002092402
arxiv_2021_03808,Paper_3808,2021,4,GANs,EMNLP,22,3,12,True,2.6784496518750207
arxiv_2021_03809,Paper_3809,2021,6,Reinforcement Learning,ICLR,17,4,7,False,1.1939417398089016
arxiv_2020_03810,Paper_3810,2020,12,GANs,ArXiv,10,5,14,True,0.43602431038618406
arxiv_2020_03811,Paper_3811,2020,9,Federated Learning,CVPR,32,5,15,False,7.680152260914303
arxiv_2024_03812,Paper_3812,2024,6,Transformers,ICCV,12,3,17,False,12.031620919256039
arxiv_2021_03813,Paper_3813,2021,1,Multimodal Learning,AAAI,24,6,12,False,0.9230399159079056
arxiv_2022_03814,Paper_3814,2022,8,GANs,ArXiv,15,6,11,False,0.19988984278708363
arxiv_2020_03815,Paper_3815,2020,2,Multimodal Learning,ArXiv,25,5,14,True,1.2157231200877328
arxiv_2020_03816,Paper_3816,2020,3,GANs,ACL,94,5,5,False,0.23769712597992704
arxiv_2020_03817,Paper_3817,2020,10,Multimodal Learning,ArXiv,34,2,12,True,1.4688662150832656
arxiv_2024_03818,Paper_3818,2024,6,GANs,ArXiv,0,2,14,False,10.127632323453227
arxiv_2020_03819,Paper_3819,2020,10,Diffusion Models,ICLR,93,7,14,False,5.680014311637754
arxiv_2020_03820,Paper_3820,2020,5,Graph Neural Networks,ArXiv,24,3,19,False,1.3494298424540134
arxiv_2024_03821,Paper_3821,2024,6,Computer Vision,ACL,5,1,5,False,1.6649010933809636
arxiv_2021_03822,Paper_3822,2021,9,Multimodal Learning,ICCV,82,3,9,True,2.426818706645192
arxiv_2024_03823,Paper_3823,2024,3,LLMs,IJCAI,6,4,11,False,6.115095379815315
arxiv_2021_03824,Paper_3824,2021,6,Computer Vision,ECCV,6,4,10,True,0.8406844439387238
arxiv_2023_03825,Paper_3825,2023,1,Graph Neural Networks,CVPR,3,4,8,False,4.035240524861669
arxiv_2022_03826,Paper_3826,2022,9,Computer Vision,ArXiv,56,5,12,True,2.2577870871722676
arxiv_2023_03827,Paper_3827,2023,7,NLP,IJCAI,15,6,7,False,14.654758162675467
arxiv_2021_03828,Paper_3828,2021,10,Reinforcement Learning,ICCV,47,1,8,False,17.834703526666605
arxiv_2023_03829,Paper_3829,2023,1,Graph Neural Networks,EMNLP,30,1,11,False,5.1563411722162735
arxiv_2021_03830,Paper_3830,2021,8,NLP,ECCV,17,6,12,False,5.140276931747608
arxiv_2020_03831,Paper_3831,2020,2,Reinforcement Learning,EMNLP,40,3,4,False,4.090661664661715
arxiv_2023_03832,Paper_3832,2023,6,Reinforcement Learning,ICCV,8,7,9,False,5.813157947902353
arxiv_2024_03833,Paper_3833,2024,8,Computer Vision,AAAI,6,2,15,False,0.6109983852402635
arxiv_2024_03834,Paper_3834,2024,10,LLMs,ArXiv,7,6,7,False,4.096204334736946
arxiv_2023_03835,Paper_3835,2023,4,Federated Learning,ICML,40,1,13,False,6.33875947388936
arxiv_2023_03836,Paper_3836,2023,9,Computer Vision,NeurIPS,3,5,4,False,2.2078490391586745
arxiv_2021_03837,Paper_3837,2021,2,Computer Vision,ICML,141,2,6,False,12.85210295020282
arxiv_2024_03838,Paper_3838,2024,8,Graph Neural Networks,ICLR,11,3,17,False,5.048376937169632
arxiv_2020_03839,Paper_3839,2020,10,NLP,ArXiv,23,5,8,False,4.802423464455499
arxiv_2024_03840,Paper_3840,2024,1,LLMs,NeurIPS,14,1,7,False,0.6291509242425233
arxiv_2023_03841,Paper_3841,2023,5,Federated Learning,ICLR,32,7,18,False,14.923918727394188
arxiv_2024_03842,Paper_3842,2024,10,Transformers,IJCAI,3,5,14,False,11.282748661659987
arxiv_2022_03843,Paper_3843,2022,1,Computer Vision,ICLR,67,2,8,True,4.88640322729082
arxiv_2023_03844,Paper_3844,2023,3,LLMs,AAAI,28,3,8,False,5.131943799996998
arxiv_2022_03845,Paper_3845,2022,2,Diffusion Models,IJCAI,2,1,5,False,13.799473329449256
arxiv_2022_03846,Paper_3846,2022,1,Graph Neural Networks,ArXiv,4,7,8,False,6.95175635139562
arxiv_2020_03847,Paper_3847,2020,7,GANs,ECCV,54,6,10,False,3.879323792790386
arxiv_2020_03848,Paper_3848,2020,10,Graph Neural Networks,AAAI,15,4,12,False,0.37200026322669966
arxiv_2023_03849,Paper_3849,2023,7,Federated Learning,CVPR,24,6,11,True,0.8872107371747551
arxiv_2021_03850,Paper_3850,2021,3,Graph Neural Networks,ArXiv,23,4,19,False,9.474525369813039
arxiv_2024_03851,Paper_3851,2024,4,Diffusion Models,ArXiv,4,3,16,True,6.9814418741256965
arxiv_2022_03852,Paper_3852,2022,7,NLP,EMNLP,2,7,7,True,1.1679067783018964
arxiv_2020_03853,Paper_3853,2020,3,LLMs,ECCV,7,2,18,True,1.3036554380859087
arxiv_2023_03854,Paper_3854,2023,2,NLP,AAAI,3,5,11,False,1.5677788248908384
arxiv_2024_03855,Paper_3855,2024,8,Multimodal Learning,ArXiv,2,4,9,False,1.1927345455815377
arxiv_2024_03856,Paper_3856,2024,10,Federated Learning,ICML,17,6,12,True,12.13254757001977
arxiv_2021_03857,Paper_3857,2021,10,Multimodal Learning,NeurIPS,31,6,9,True,3.4325147119897133
arxiv_2021_03858,Paper_3858,2021,10,Computer Vision,ICCV,74,5,9,True,4.489609580995603
arxiv_2021_03859,Paper_3859,2021,4,NLP,CVPR,57,6,12,False,0.3041279964433479
arxiv_2021_03860,Paper_3860,2021,7,LLMs,ArXiv,9,7,18,False,6.837898298190961
arxiv_2021_03861,Paper_3861,2021,1,LLMs,AAAI,89,1,15,False,3.416943579035032
arxiv_2021_03862,Paper_3862,2021,12,Transformers,ArXiv,12,5,5,False,9.986679251630001
arxiv_2022_03863,Paper_3863,2022,8,Federated Learning,ArXiv,19,7,12,False,2.2834023153639245
arxiv_2024_03864,Paper_3864,2024,6,Computer Vision,ICLR,5,6,11,False,1.6145316356944306
arxiv_2024_03865,Paper_3865,2024,3,NLP,ArXiv,18,4,10,True,3.6689724844546303
arxiv_2022_03866,Paper_3866,2022,10,NLP,ArXiv,64,4,12,False,3.587335082331045
arxiv_2021_03867,Paper_3867,2021,2,NLP,IJCAI,35,4,7,False,4.000352116322644
arxiv_2020_03868,Paper_3868,2020,3,Diffusion Models,CVPR,17,1,16,True,5.58732809890763
arxiv_2023_03869,Paper_3869,2023,2,Graph Neural Networks,ArXiv,5,7,17,True,0.38771738229555625
arxiv_2020_03870,Paper_3870,2020,9,Diffusion Models,ICLR,17,7,14,True,2.650937091452528
arxiv_2020_03871,Paper_3871,2020,12,Graph Neural Networks,AAAI,37,5,12,True,3.086839479990001
